LoanProgID,ProjectCounty,ProjectState,ProgramType,ProgramDesc,JobsSupported,MethodID,SBABranchID
LP25065,KENOSHA,WI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,89
LP25066,DALLAS,TX,7A,Guaranty,2,OTH 7A,137
LP25067,KANE,IL,7A,Guaranty,120,PLP,62
LP25068,SHELBY,TN,7A,Patriot Express,10,PATRIOT EX,369
LP25069,KING,WA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,325
LP25070,ORLEANS,LA,7A,Community Express,18,COMM EXPRS,208
LP25071,MIDDLESEX,MA,7A,Guaranty,69,PLP,333
LP25072,SUFFOLK,MA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,176
LP25073,PRINCE GEORGES,MD,7A,FA$TRK (Small Loan Express),120,SBA EXPRES,442
LP25074,DOUGLAS,NE,7A,Guaranty,27,OTH 7A,217
LP25075,CHARLOTTE,FL,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,458
LP25076,KING,WA,7A,Guaranty,2,PLP,117
LP25077,HAMPDEN,MA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,233
LP25078,JOHNSON,KS,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,422
LP25079,SONOMA,CA,7A,Guaranty,1,OTH 7A,127
LP25080,GUAM,GU,7A,FA$TRK (Small Loan Express),30,SBA EXPRES,351
LP25081,POLK,MN,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,8
LP25082,WYOMING,PA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,155
LP25083,SHELBY,KY,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,382
LP25084,DUBUQUE,IA,7A,Guaranty,14,OTH 7A,126
LP25085,ERIE,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,254
LP25086,NEW HAVEN,CT,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,357
LP25087,FORREST,MS,7A,Community Express,12,COMM EXPRS,251
LP25088,NEW YORK,NY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,78
LP25089,WOODBURY,IA,7A,Rural Lender Advantage,20,RLA,319
LP25090,STARK,OH,7A,Guaranty,14,PLP,237
LP25091,DENVER,CO,7A,Guaranty,11,PLP,1
LP25092,WINNEBAGO,IL,7A,FA$TRK (Small Loan Express),33,SBA EXPRES,317
LP25093,NIAGARA,NY,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,102
LP25094,LIVINGSTON,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,480
LP25095,BERKSHIRE,MA,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,233
LP25096,BROWARD,FL,7A,Guaranty,18,OTH 7A,273
LP25097,DESCHUTES,OR,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,263
LP25098,LOS ANGELES,CA,7A,Guaranty,0,PLP,14
LP25099,COOK,IL,7A,FA$TRK (Small Loan Express),16,SBA EXPRES,430
LP25100,ADA,ID,7A,Guaranty,4,PLP,161
LP25101,LOS ANGELES,CA,7A,Community Express,1,COMM EXPRS,184
LP25102,LEWIS,NY,7A,Guaranty,13,OTH 7A,269
LP25103,STUTSMAN,ND,7A,Rural Lender Advantage,4,RLA,144
LP25104,YAMHILL,OR,7A,Guaranty,42,PLP,152
LP25105,JEFFERSON,WI,7A,Guaranty,3,OTH 7A,103
LP25106,PRINCE WILLIAM,VA,7A,Patriot Express,28,PATRIOT EX,24
LP25107,CLINTON,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,269
LP25108,MADISON,AL,7A,Patriot Express,6,PATRIOT EX,72
LP25109,RAMSEY,MN,7A,Guaranty,26,OTH 7A,50
LP25110,SAINT CROIX,VI,7A,Guaranty,8,PLP,18
LP25111,RIVERSIDE,CA,7A,Community Express,7,COMM EXPRS,73
LP25112,TULSA,OK,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,87
LP25113,LAKE,IL,7A,Community Express,2,COMM EXPRS,266
LP25114,YATES,NY,7A,Guaranty,17,OTH 7A,439
LP25115,WYOMING,NY,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,102
LP25116,MANATEE,FL,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,408
LP25117,ESSEX,MA,7A,Patriot Express,4,PATRIOT EX,21
LP25118,RIVERSIDE,CA,7A,Guaranty,9,PLP,73
LP25119,COOK,IL,7A,Guaranty,1,PLP,149
LP25120,MARICOPA,AZ,7A,Community Express,6,COMM EXPRS,196
LP25121,SALT LAKE,UT,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,136
LP25122,FAIRFAX,VA,7A,Guaranty,26,PLP,275
LP25123,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,223
LP25124,CHOCTAW,OK,7A,Patriot Express,2,PATRIOT EX,429
LP25125,CHATHAM,NC,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,174
LP25126,LUZERNE,PA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,309
LP25127,MILWAUKEE,WI,7A,Guaranty,14,PLP,350
LP25128,STARK,OH,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,237
LP25129,OTTER TAIL,MN,7A,Community Express,4,COMM EXPRS,8
LP25130,WAYNE,NC,7A,Guaranty,8,PLP,179
LP25131,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,52
LP25132,OVERTON,TN,7A,Patriot Express,2,PATRIOT EX,194
LP25133,EAST BATON ROUGE,LA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,346
LP25134,PIERCE,WI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,119
LP25135,ROCKLAND,NY,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,421
LP25136,KINGS,NY,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,323
LP25137,MAHONING,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,203
LP25138,MIAMI,IN,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,162
LP25139,FAIRFAX,VA,7A,Guaranty,1,PLP,344
LP25140,LITCHFIELD,CT,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,4
LP25141,RANKIN,MS,7A,Guaranty,2,PLP,133
LP25142,SAN LUIS OBISPO,CA,7A,Guaranty,27,PLP,57
LP25143,SPOTSYLVANIA,VA,7A,Guaranty,3,PLP,166
LP25144,BENNINGTON,VT,7A,Guaranty,8,PLP,37
LP25145,HILLSBOROUGH,FL,7A,Guaranty,11,PLP,354
LP25146,FRESNO,CA,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,69
LP25147,COOK,IL,7A,FA$TRK (Small Loan Express),19,SBA EXPRES,430
LP25148,CARBON,MT,7A,Guaranty,18,PLP,123
LP25149,LANGLADE,WI,7A,Guaranty,18,OTH 7A,16
LP25150,DALLAS,TX,7A,Rural Lender Advantage,1,RLA,293
LP25151,OCEAN,NJ,7A,Community Express,5,COMM EXPRS,289
LP25152,COBB,GA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,213
LP25153,LEE,MS,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,396
LP25154,LUBBOCK,TX,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,94
LP25155,PRINCE GEORGES,MD,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,442
LP25156,CAGUAS,PR,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,18
LP25157,DENVER,CO,7A,Guaranty,11,PLP,1
LP25158,HAMILTON,OH,7A,Patriot Express,7,PATRIOT EX,180
LP25159,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,223
LP25160,MARICOPA,AZ,7A,Guaranty,7,OTH 7A,303
LP25161,MACOMB,MI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,101
LP25162,KANE,UT,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,54
LP25163,SANTA BARBARA,CA,7A,Guaranty,11,PLP,418
LP25164,YORK,PA,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,71
LP25165,UTAH,UT,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,140
LP25166,KANE,UT,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,54
LP25167,SALT LAKE,UT,7A,Guaranty,3,PLP,136
LP25168,NIAGARA,NY,7A,FA$TRK (Small Loan Express),31,SBA EXPRES,102
LP25169,SANTA CRUZ,AZ,7A,Guaranty,25,PLP,132
LP25170,BEXAR,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,428
LP25171,ALLEGAN,MI,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,258
LP25172,KING,WA,7A,Guaranty,12,PLP,368
LP25173,TULSA,OK,7A,Guaranty,4,OTH 7A,87
LP25174,ORANGE,CA,7A,Guaranty,10,PLP,246
LP25175,CHARLESTON,SC,7A,Guaranty,10,PLP,390
LP25176,SAINT LOUIS CITY,MO,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,113
LP25177,PIMA,AZ,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,257
LP25178,LARIMER,CO,7A,Guaranty,4,OTH 7A,56
LP25179,CONVERSE,WY,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,232
LP25180,STARK,OH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,52
LP25181,OAKLAND,MI,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,101
LP25182,LOS ANGELES,CA,7A,Guaranty,70,PLP,347
LP25183,BECKER,MN,7A,Community Express,2,COMM EXPRS,8
LP25184,NASSAU,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,411
LP25185,PRESQUE ISLE,MI,7A,Guaranty,6,PLP,97
LP25186,NEW YORK,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,78
LP25187,LINCOLN,NE,7A,Community Express,6,COMM EXPRS,296
LP25188,HENRY,VA,7A,Patriot Express,0,PATRIOT EX,191
LP25189,HALL,NE,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,296
LP25190,ALAMEDA,CA,7A,Guaranty,8,PLP,118
LP25191,PIKE,KY,7A,Community Express,6,COMM EXPRS,272
LP25192,SCIOTO,OH,7A,Guaranty,30,OTH 7A,238
LP25193,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,52
LP25194,MONTGOMERY,TN,7A,Patriot Express,2,PATRIOT EX,6
LP25195,MIDDLESEX,MA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,333
LP25196,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),25,SBA EXPRES,303
LP25197,MERCER,NJ,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,295
LP25198,TERREBONNE,LA,7A,FA$TRK (Small Loan Express),38,SBA EXPRES,346
LP25199,OAKLAND,MI,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,101
LP25200,JOHNSON,KS,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,422
LP25201,MADISON,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,121
LP25202,LENAWEE,MI,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,145
LP25203,PRAIRIE,AR,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,19
LP25204,GRANVILLE,NC,7A,Patriot Express,3,PATRIOT EX,250
LP25205,SAN DIEGO,CA,7A,Community Express,3,COMM EXPRS,110
LP25206,DUVAL,FL,7A,Guaranty,3,PLP,345
LP25207,CALCASIEU,LA,7A,Gulf Opportunity,9,GO LOANS,125
LP25208,OAKLAND,MI,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,59
LP25209,WORCESTER,MA,7A,FA$TRK (Small Loan Express),8,SBA EXPRES,333
LP25210,HOUSTON,GA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,467
LP25211,WARREN,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,180
LP25212,WESTCHESTER,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,327
LP25213,GWINNETT,GA,7A,Guaranty,2,PLP,17
LP25214,SUFFOLK,MA,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,176
LP25215,MARICOPA,AZ,7A,Guaranty,12,OTH 7A,32
LP25216,SNOHOMISH,WA,7A,Patriot Express,2,PATRIOT EX,12
LP25217,PLACER,CA,7A,Guaranty,12,PLP,252
LP25218,CANYON,ID,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,161
LP25219,MCDONOUGH,IL,7A,Guaranty,150,OTH 7A,138
LP25220,MANITOWOC,WI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,26
LP25221,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,153
LP25222,LINN,OR,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,259
LP25223,SANTA CLARA,CA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,285
LP25224,KINGS,NY,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,415
LP25225,JEFFERSON,KY,7A,FA$TRK (Small Loan Express),17,SBA EXPRES,380
LP25226,RACINE,WI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,89
LP25227,RICHMOND,NY,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,389
LP25228,NEW YORK,NY,7A,Guaranty,6,OTH 7A,78
LP25229,MANATEE,FL,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,408
LP25230,WHITFIELD,GA,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,424
LP25231,MUSKEGON,MI,7A,FA$TRK (Small Loan Express),32,SBA EXPRES,104
LP25232,BRAZOS,TX,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,448
LP25233,JACKSON,OR,7A,Guaranty,2,PLP,263
LP25234,GWINNETT,GA,7A,Guaranty,14,OTH 7A,17
LP25235,TRAVIS,TX,7A,Guaranty,4,PLP,33
LP25236,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,121
LP25237,KENT,MI,7A,Guaranty,20,PLP,104
LP25238,SEMINOLE,FL,7A,Guaranty,8,OTH 7A,230
LP25239,ROCKINGHAM,NH,7A,Community Express,1,COMM EXPRS,202
LP25240,LIVINGSTON,NY,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,480
LP25241,CARVER,MN,7A,Guaranty,5,PLP,100
LP25242,KANE,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,54
LP25243,WASHINGTON,MD,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,216
LP25244,LITCHFIELD,CT,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,4
LP25245,SAINT LOUIS,MO,7A,Guaranty,61,OTH 7A,290
LP25246,SAN DIEGO,CA,7A,Patriot Express,5,PATRIOT EX,110
LP25247,BEXAR,TX,7A,FA$TRK (Small Loan Express),35,SBA EXPRES,428
LP25248,BURLEIGH,ND,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,144
LP25249,HARTFORD,CT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,4
LP25250,JACKSON,MO,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,420
LP25251,CHESHIRE,NH,7A,FA$TRK (Small Loan Express),12,SBA EXPRES,291
LP25252,HAWAII,HI,7A,Guaranty,22,PLP,205
LP25253,RENSSELAER,NY,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,158
LP25254,WORCESTER,MA,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,188
LP25255,BERKSHIRE,MA,7A,FA$TRK (Small Loan Express),18,SBA EXPRES,233
LP25256,GRANVILLE,NC,7A,Community Express,5,COMM EXPRS,250
LP25257,NEVADA,CA,7A,Guaranty,35,PLP,139
LP25258,ORLEANS,LA,7A,Guaranty,13,PLP,261
LP25259,RICE,MN,7A,Guaranty,65,OTH 7A,143
LP25260,RICHMOND,NY,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,389
LP25261,PASSAIC,NJ,7A,Guaranty,2,PLP,130
LP25262,DOUGLAS,KS,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,299
LP25263,BARTOW,GA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,247
LP25264,CUYAHOGA,OH,7A,Guaranty,5,PLP,318
LP25265,CLARK,IL,7A,Guaranty,12,OTH 7A,27
LP25266,ORANGE,FL,7A,Guaranty,5,OTH 7A,230
LP25267,CLARK,WA,7A,Guaranty,33,PLP,171
LP25268,WASHINGTON,OR,7A,Guaranty,25,PLP,152
LP25269,WASHINGTON,GA,7A,Community Express,16,COMM EXPRS,417
LP25270,MIDDLESEX,MA,7A,Guaranty,26,PLP,281
LP25271,LINCOLN,MS,7A,Gulf Opportunity,6,GO LOANS,133
LP25272,WAYNE,MI,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,443
LP25273,ALLEGHENY,PA,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,375
LP25274,DENVER,CO,7A,Guaranty,11,PLP,1
LP25275,MACOMB,MI,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,48
LP25276,HARTFORD,CT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,189
LP25277,WEBER,UT,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,36
LP25278,FAULKNER,AR,7A,Guaranty,27,OTH 7A,373
LP25279,TULSA,OK,7A,Guaranty,13,PLP,87
LP25280,LARAMIE,WY,7A,Guaranty,1,OTH 7A,232
LP25281,ALLEN,IN,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,5
LP25282,UNION,NJ,7A,Guaranty,4,PLP,302
LP25283,KALAMAZOO,MI,7A,FA$TRK (Small Loan Express),14,SBA EXPRES,258
LP25284,MARICOPA,AZ,7A,Guaranty,10,PLP,196
LP25285,WILLIAMSON,IL,7A,Guaranty,6,OTH 7A,407
LP25286,BEXAR,TX,7A,Community Express,1,COMM EXPRS,207
LP25287,RENSSELAER,NY,7A,Community Express,1,COMM EXPRS,464
LP25288,WAYNE,OH,7A,Guaranty,7,OTH 7A,52
LP25289,COBB,GA,7A,Guaranty,2,OTH 7A,247
LP25290,MADERA,CA,7A,Guaranty,4,PLP,69
LP25291,JACKSON,MI,7A,FA$TRK (Small Loan Express),40,SBA EXPRES,145
LP25292,KING,WA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,325
LP25293,CLARK,NV,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,451
LP25294,PIMA,AZ,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,257
LP25295,MONROE,NY,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,31
LP25296,LOS ANGELES,CA,7A,FA$TRK (Small Loan Express),7,EXPRES EXP,153
LP25297,ESSEX,MA,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,21
LP25298,MONROE,MI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,145
LP25299,CAGUAS,PR,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,18
LP25300,WASHINGTON,AR,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,220
LP25301,BANNOCK,ID,7A,Guaranty,9,PLP,82
LP25302,WAUKESHA,WI,7A,Guaranty,1,OTH 7A,103
LP25303,JONES,NC,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,315
LP25304,SAINT LOUIS,MO,7A,Guaranty,0,PLP,113
LP25305,CLINTON,NY,7A,Guaranty,4,PLP,269
LP25306,ORANGE,CA,7A,Guaranty,100,PLP,182
LP25307,WASATCH,UT,7A,Guaranty,3,OTH 7A,140
LP25308,WILLIAMS,ND,7A,Patriot Express,5,PATRIOT EX,144
LP25309,WAYNE,MI,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,443
LP25310,ARAPAHOE,CO,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,218
LP25311,NEW YORK,NY,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,78
LP25312,LIVINGSTON,LA,7A,Guaranty,6,PLP,346
LP25313,MARINETTE,WI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,105
LP25314,SCHENECTADY,NY,7A,FA$TRK (Small Loan Express),28,SBA EXPRES,158
LP25315,CLEARWATER,MN,7A,Community Express,37,COMM EXPRS,8
LP25316,MORRIS,NJ,7A,FA$TRK (Small Loan Express),13,SBA EXPRES,328
LP25317,KING,WA,7A,Guaranty,7,OTH 7A,368
LP25318,MOORE,TX,7A,Guaranty,4,PLP,267
LP25319,ERIE,NY,7A,FA$TRK (Small Loan Express),11,SBA EXPRES,102
LP25320,MAURY,TN,7A,Patriot Express,5,PATRIOT EX,376
LP25321,SHELBY,AL,7A,Guaranty,40,PLP,374
LP25322,PROVIDENCE,RI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,262
LP25323,CHELAN,WA,7A,Rural Lender Advantage,2,RLA,459
LP25324,WELD,CO,7A,Community Express,1,COMM EXPRS,414
LP25325,MIAMI-DADE,FL,7A,Guaranty,35,PLP,76
LP25326,STUTSMAN,ND,7A,Rural Lender Advantage,4,RLA,144
LP25327,SAN LUIS OBISPO,CA,7A,Guaranty,10,PLP,57
LP25328,DUPAGE,IL,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,472
LP25329,PIERCE,WA,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,83
LP25330,SCHENECTADY,NY,7A,FA$TRK (Small Loan Express),28,SBA EXPRES,158
LP25331,ORANGE,CA,7A,Patriot Express,9,PATRIOT EX,204
LP25332,ISANTI,MN,7A,Guaranty,7,OTH 7A,66
LP25333,FRANKLIN,OH,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,223
LP25334,MCHENRY,IL,7A,Guaranty,5,PLP,172
LP25335,LUBBOCK,TX,7A,Guaranty,2,PLP,94
LP25336,WICHITA,TX,7A,Guaranty,8,OTH 7A,469
LP25337,MISSOULA,MT,7A,Guaranty,2,PLP,123
LP25338,CLARK,NV,7A,Guaranty,150,PLP,451
LP25339,MIAMI-DADE,FL,7A,Guaranty,4,OTH 7A,479
LP25340,BUTLER,OH,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,283
LP25341,JOHNSON,KS,7A,Rural Lender Advantage,1,RLA,422
LP25342,LARIMER,CO,7A,Community Express,1,COMM EXPRS,56
LP25343,MARICOPA,AZ,7A,Patriot Express,12,PATRIOT EX,80
LP25344,POLK,IA,7A,Guaranty,21,OTH 7A,160
LP25345,ANNE ARUNDEL,MD,7A,Guaranty,3,OTH 7A,60
LP25346,JOHNSON,IN,7A,Guaranty,7,OTH 7A,335
LP25347,FLOYD,IN,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,335
LP25348,YAMHILL,OR,7A,Guaranty,42,PLP,152
LP25349,BURLEIGH,ND,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,144
LP25350,CASS,MN,7A,Guaranty,20,PLP,66
LP25351,RICHLAND,SC,7A,Guaranty,3,PLP,7
LP25352,HARRIS,TX,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,342
LP25353,FRANKLIN,NC,7A,Community Express,5,COMM EXPRS,67
LP25354,CHESTERFIELD,VA,7A,Guaranty,14,PLP,166
LP25355,MARICOPA,AZ,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,303
LP25356,SANTA FE,NM,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,195
LP25357,MONROE,NY,7A,Guaranty,10,OTH 7A,31
LP25358,HUMBOLDT,CA,7A,Guaranty,28,PLP,127
LP25359,SANPETE,UT,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,54
LP25360,MIAMI-DADE,FL,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,112
LP25361,SAN LUIS OBISPO,CA,7A,Guaranty,3,OTH 7A,57
LP25362,JACKSON,OR,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,263
LP25363,HILLSBOROUGH,NH,7A,FA$TRK (Small Loan Express),9,SBA EXPRES,202
LP25364,MADISON,IL,7A,Guaranty,52,OTH 7A,27
LP25365,FREDERICK,MD,7A,Guaranty,20,OTH 7A,216
LP25366,SAN BERNARDINO,CA,7A,Guaranty,4,OTH 7A,331
LP25367,CUYAHOGA,OH,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,318
LP25368,UNION,NJ,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,302
LP25369,OUTAGAMIE,WI,7A,FA$TRK (Small Loan Express),2,SBA EXPRES,105
LP25370,JEFFERSON,NY,7A,Patriot Express,8,PATRIOT EX,397
LP25371,SHEBOYGAN,WI,7A,Guaranty,4,OTH 7A,26
LP25372,BUNCOMBE,NC,7A,FA$TRK (Small Loan Express),21,SBA EXPRES,387
LP25373,SAINT CHARLES,MO,7A,FA$TRK (Small Loan Express),15,SBA EXPRES,290
LP25374,DUVAL,FL,7A,Guaranty,3,PLP,345
LP25375,ARLINGTON,VA,7A,Patriot Express,0,PATRIOT EX,275
LP25376,SAINT LOUIS CITY,MO,7A,FA$TRK (Small Loan Express),0,SBA EXPRES,113
LP25377,MARICOPA,AZ,7A,Guaranty,4,OTH 7A,196
LP25378,SUMMIT,OH,7A,Guaranty,30,OTH 7A,192
LP25379,CANYON,ID,7A,Guaranty,5,PLP,161
LP25380,SAINT CLAIR,IL,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,407
LP25381,KOOTENAI,ID,7A,Guaranty,25,PLP,53
LP25382,GWINNETT,GA,7A,Guaranty,4,PLP,17
LP25383,MARION,IN,7A,Patriot Express,11,PATRIOT EX,225
LP25384,DUPAGE,IL,7A,Guaranty,3,PLP,430
LP25385,PIERCE,WA,7A,Patriot Express,5,PATRIOT EX,117
LP25386,MONTGOMERY,PA,7A,Community Express,8,COMM EXPRS,43
LP25387,LOS ANGELES,CA,7A,Guaranty,3,PLP,153
LP25388,PHILADELPHIA,PA,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,243
LP25389,DUPAGE,IL,7A,FA$TRK (Small Loan Express),24,SBA EXPRES,172
LP25390,VENTURA,CA,7A,Guaranty,0,PLP,221
LP25391,KINGS,NY,7A,FA$TRK (Small Loan Express),10,SBA EXPRES,197
LP25392,ALLEGAN,MI,7A,Guaranty,10,PLP,258
LP25393,RANKIN,MS,7A,Gulf Opportunity,2,GO LOANS,133
LP25394,SNOHOMISH,WA,7A,FA$TRK (Small Loan Express),3,SBA EXPRES,12
LP25395,GRAYS HARBOR,WA,7A,Guaranty,3,PLP,83
LP25396,GWINNETT,GA,7A,Guaranty,14,OTH 7A,17
LP25397,BEXAR,TX,7A,FA$TRK (Small Loan Express),5,SBA EXPRES,428
LP25398,VIRGINIA BEACH CITY,VA,7A,Guaranty,6,OTH 7A,427
LP25399,RAMSEY,MN,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,50
LP25400,DAVIDSON,TN,7A,Community Express,5,COMM EXPRS,334
LP25401,CLARK,NV,7A,FA$TRK (Small Loan Express),7,SBA EXPRES,451
LP25402,WORCESTER,MA,7A,Guaranty,6,PLP,333
LP25403,POLK,IA,7A,Guaranty,31,OTH 7A,160
LP25404,SHELBY,TN,7A,Patriot Express,16,PATRIOT EX,369
LP25405,MINNEHAHA,SD,7A,Rural Lender Advantage,10,RLA,164
LP25406,WORCESTER,MA,7A,FA$TRK (Small Loan Express),6,SBA EXPRES,188
LP25407,WAYNE,IN,7A,Community Express,2,COMM EXPRS,276
LP25408,GALLATIN,MT,7A,FA$TRK (Small Loan Express),44,SBA EXPRES,123
LP25409,SAN JOAQUIN,CA,7A,Community Express,3,COMM EXPRS,478
LP25410,SAINT CHARLES,MO,7A,Community Express,4,COMM EXPRS,290
LP25411,KENT,MI,7A,FA$TRK (Small Loan Express),1,SBA EXPRES,147
LP25412,MIAMI-DADE,FL,7A,FA$TRK (Small Loan Express),4,SBA EXPRES,425
LP25413,DELAWARE,OH,7A,Guaranty,27,OTH 7A,223
