LoanDetailID,NAICSCode,NAICSDescription,LoanStatus,RevolverStatus,AsOfDate,ApprovalDate,ApprovalFiscalYear
22621,238910,Site Preparation Contractors,PIF,0,30/9/2020,3/18/2010,2010
22622,621320,Offices of Optometrists,CANCLD,0,30/9/2020,3/18/2010,2010
22623,722211,Limited-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22624,332721,Precision Turned Product Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22625,541690,Other Scientific and Technical Consulting Services,PIF,0,30/9/2020,3/18/2010,2010
22626,446110,Pharmacies and Drug Stores,CHGOFF,0,30/9/2020,3/18/2010,2010
22627,321113,Sawmills,PIF,0,30/9/2020,3/18/2010,2010
22628,541519,Other Computer Related Services,CHGOFF,1,30/9/2020,3/18/2010,2010
22629,453210,Office Supplies and Stationery,PIF,0,30/9/2020,3/18/2010,2010
22630,238160,Roofing Contractors,PIF,1,30/9/2020,3/18/2010,2010
22631,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22632,541430,Graphic Design Services,PIF,0,30/9/2020,3/18/2010,2010
22633,541611,Administrative Management and General Management Consulting Services,PIF,0,30/9/2020,3/18/2010,2010
22634,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,PIF,0,30/9/2020,3/18/2010,2010
22635,812990,All Other Personal Services,PIF,1,30/9/2020,3/18/2010,2010
22636,323122,Prepress Services,PIF,0,30/9/2020,3/18/2010,2010
22637,541611,Administrative Management and General Management Consulting Services,EXEMPT,0,30/9/2020,3/18/2010,2010
22638,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,3/18/2010,2010
22639,813920,Professional Organizations,PIF,0,30/9/2020,3/18/2010,2010
22640,425120,Wholesale Trade Agents and Brokers,EXEMPT,1,30/9/2020,3/18/2010,2010
22641,541340,Drafting Services,PIF,1,30/9/2020,3/18/2010,2010
22642,441229,All Other Motor Vehicle Dealers,PIF,0,30/9/2020,3/18/2010,2010
22643,518210,Data Processing  Hosting  and Related Services,CANCLD,0,30/9/2020,3/18/2010,2010
22644,237310,Highway  Street  and Bridge Construction,PIF,0,30/9/2020,3/18/2010,2010
22645,518210,Data Processing  Hosting  and Related Services,CHGOFF,0,30/9/2020,3/18/2010,2010
22646,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,3/18/2010,2010
22647,713120,Amusement Arcades,PIF,0,30/9/2020,3/18/2010,2010
22648,722410,Drinking Places (Alcoholic Beverages),EXEMPT,0,30/9/2020,3/18/2010,2010
22649,561730,Landscaping Services,PIF,0,30/9/2020,3/18/2010,2010
22650,561720,Janitorial Services,PIF,0,30/9/2020,3/18/2010,2010
22651,236118,Residential Remodelers,PIF,0,30/9/2020,3/18/2010,2010
22652,323113,Commercial Screen Printing,PIF,0,30/9/2020,3/18/2010,2010
22653,333220,Plastics and Rubber Industry Machinery Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22654,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,CHGOFF,0,30/9/2020,3/18/2010,2010
22655,541940,Veterinary Services,CANCLD,0,30/9/2020,3/18/2010,2010
22656,532292,Recreational Goods Rental,PIF,1,30/9/2020,3/18/2010,2010
22657,451130,Sewing  Needlework  and Piece Goods Stores,PIF,1,30/9/2020,3/18/2010,2010
22658,621210,Offices of Dentists,PIF,0,30/9/2020,3/18/2010,2010
22659,238330,Flooring Contractors,PIF,0,30/9/2020,3/18/2010,2010
22660,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,3/18/2010,2010
22661,238910,Site Preparation Contractors,PIF,1,30/9/2020,3/18/2010,2010
22662,711320,Promoters of Performing Arts  Sports  and Similar Events without Facil,CANCLD,1,30/9/2020,3/18/2010,2010
22663,238390,Other Building Finishing Contractors,PIF,1,30/9/2020,3/18/2010,2010
22664,238910,Site Preparation Contractors,PIF,0,30/9/2020,3/18/2010,2010
22665,321920,Wood Container and Pallet Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22666,541330,Engineering Services,PIF,1,30/9/2020,3/18/2010,2010
22667,532292,Recreational Goods Rental,PIF,0,30/9/2020,3/18/2010,2010
22668,811111,General Automotive Repair,PIF,0,30/9/2020,3/18/2010,2010
22669,722211,Limited-Service Restaurants,PIF,1,30/9/2020,3/18/2010,2010
22670,444220,Nursery and Garden Centers,PIF,0,30/9/2020,3/18/2010,2010
22671,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,3/18/2010,2010
22672,445120,Convenience Stores,PIF,0,30/9/2020,3/18/2010,2010
22673,311611,Animal (except Poultry) Slaughtering,PIF,0,30/9/2020,3/18/2010,2010
22674,623311,Continuing Care Retirement Communities,EXEMPT,0,30/9/2020,3/18/2010,2010
22675,444190,Other Building Material Dealers,PIF,0,30/9/2020,3/18/2010,2010
22676,238210,Electrical Contractors,PIF,1,30/9/2020,3/18/2010,2010
22677,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,CANCLD,1,30/9/2020,3/18/2010,2010
22678,238910,Site Preparation Contractors,CHGOFF,0,30/9/2020,3/18/2010,2010
22679,541110,Offices of Lawyers,CANCLD,1,30/9/2020,3/18/2010,2010
22680,523920,Portfolio Management,PIF,0,30/9/2020,3/18/2010,2010
22681,722211,Limited-Service Restaurants,CANCLD,0,30/9/2020,3/18/2010,2010
22682,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,CHGOFF,0,30/9/2020,3/18/2010,2010
22683,443112,Radio  Television  and Other Electronics Stores,PIF,0,30/9/2020,3/18/2010,2010
22684,531320,Offices of Real Estate Appraisers,PIF,1,30/9/2020,3/18/2010,2010
22685,811121,Automotive Body  Paint  and Interior Repair and Maintenance,CANCLD,0,30/9/2020,3/18/2010,2010
22686,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,CANCLD,0,30/9/2020,3/18/2010,2010
22687,624120,Services for the Elderly and Persons with Disabilities,PIF,0,30/9/2020,3/18/2010,2010
22688,621340,Offices of Physical  Occupational and Speech Therapists  and Audiologi,PIF,1,30/9/2020,3/18/2010,2010
22689,448310,Jewelry Stores,PIF,0,30/9/2020,3/18/2010,2010
22690,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22691,541922,Commercial Photography,CHGOFF,1,30/9/2020,3/18/2010,2010
22692,621610,Home Health Care Services,PIF,0,30/9/2020,3/18/2010,2010
22693,485113,Bus and Other Motor Vehicle Transit Systems,PIF,0,30/9/2020,3/18/2010,2010
22694,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,PIF,0,30/9/2020,3/18/2010,2010
22695,453220,Gift  Novelty  and Souvenir Stores,CANCLD,0,30/9/2020,3/18/2010,2010
22696,332721,Precision Turned Product Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22697,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,3/18/2010,2010
22698,453910,Pet and Pet Supplies Stores,PIF,0,30/9/2020,3/18/2010,2010
22699,811192,Car Washes,PIF,0,30/9/2020,3/18/2010,2010
22700,441310,Automotive Parts and Accessories Stores,PIF,0,30/9/2020,3/18/2010,2010
22701,524210,Insurance Agencies and Brokerages,PIF,1,30/9/2020,3/18/2010,2010
22702,447110,Gasoline Stations with Convenience Stores,EXEMPT,0,30/9/2020,3/18/2010,2010
22703,238340,Tile and Terrazzo Contractors,PIF,1,30/9/2020,3/18/2010,2010
22704,326199,All Other Plastics Product Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22705,444120,Paint and Wallpaper Stores,CANCLD,0,30/9/2020,3/18/2010,2010
22706,561499,All Other Business Support Services,PIF,0,30/9/2020,3/18/2010,2010
22707,561720,Janitorial Services,PIF,1,30/9/2020,3/18/2010,2010
22708,621210,Offices of Dentists,CANCLD,0,30/9/2020,3/18/2010,2010
22709,484110,General Freight Trucking  Local,PIF,0,30/9/2020,3/18/2010,2010
22710,238310,Drywall and Insulation Contractors,PIF,1,30/9/2020,3/18/2010,2010
22711,541940,Veterinary Services,PIF,0,30/9/2020,3/18/2010,2010
22712,561730,Landscaping Services,PIF,0,30/9/2020,3/18/2010,2010
22713,333513,Machine Tool (Metal Forming Types) Manufacturing,PIF,1,30/9/2020,3/18/2010,2010
22714,238990,All Other Specialty Trade Contractors,PIF,0,30/9/2020,3/18/2010,2010
22715,452990,All Other General Merchandise Stores,PIF,0,30/9/2020,3/18/2010,2010
22716,424690,Other Chemical and Allied Products Merchant Wholesalers,PIF,1,30/9/2020,3/18/2010,2010
22717,722211,Limited-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22718,621310,Offices of Chiropractors,PIF,0,30/9/2020,3/18/2010,2010
22719,423830,Industrial Machinery and Equipment Merchant Wholesalers,PIF,1,30/9/2020,3/18/2010,2010
22720,621112,Offices of Physicians  Mental Health Specialists,PIF,0,30/9/2020,3/18/2010,2010
22721,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,3/18/2010,2010
22722,621310,Offices of Chiropractors,CANCLD,1,30/9/2020,3/18/2010,2010
22723,444220,Nursery and Garden Centers,PIF,0,30/9/2020,3/18/2010,2010
22724,333511,Industrial Mold Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22725,236118,Residential Remodelers,CANCLD,0,30/9/2020,3/18/2010,2010
22726,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22727,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,3/18/2010,2010
22728,561730,Landscaping Services,PIF,0,30/9/2020,3/18/2010,2010
22729,621310,Offices of Chiropractors,PIF,1,30/9/2020,3/18/2010,2010
22730,541940,Veterinary Services,PIF,0,30/9/2020,3/18/2010,2010
22731,453310,Used Merchandise Stores,CANCLD,0,30/9/2020,3/18/2010,2010
22732,624410,Child Day Care Services,PIF,0,30/9/2020,3/18/2010,2010
22733,424690,Other Chemical and Allied Products Merchant Wholesalers,PIF,0,30/9/2020,3/18/2010,2010
22734,561730,Landscaping Services,CANCLD,0,30/9/2020,3/18/2010,2010
22735,621210,Offices of Dentists,PIF,0,30/9/2020,3/18/2010,2010
22736,624410,Child Day Care Services,PIF,0,30/9/2020,3/18/2010,2010
22737,621210,Offices of Dentists,PIF,0,30/9/2020,3/18/2010,2010
22738,621610,Home Health Care Services,EXEMPT,0,30/9/2020,3/18/2010,2010
22739,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,3/18/2010,2010
22740,621210,Offices of Dentists,CANCLD,0,30/9/2020,3/18/2010,2010
22741,621210,Offices of Dentists,PIF,0,30/9/2020,3/18/2010,2010
22742,611620,Sports and Recreation Instruction,PIF,0,30/9/2020,3/18/2010,2010
22743,722211,Limited-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22744,721110,Hotels (except Casino Hotels) and Motels,CANCLD,0,30/9/2020,3/18/2010,2010
22745,451110,Sporting Goods Stores,PIF,0,30/9/2020,3/18/2010,2010
22746,112111,Beef Cattle Ranching and Farming,PIF,1,30/9/2020,3/18/2010,2010
22747,445110,Supermarkets and Other Grocery (except Convenience) Stores,EXEMPT,0,30/9/2020,3/18/2010,2010
22748,424310,Piece Goods  Notions  and Other Dry Goods Merchant Wholesalers,CANCLD,0,30/9/2020,3/18/2010,2010
22749,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,3/18/2010,2010
22750,115112,Soil Preparation  Planting  and Cultivating,PIF,0,30/9/2020,3/18/2010,2010
22751,532120,Truck  Utility Trailer  and RV (Recreational Vehicle) Rental and Leasi,PIF,1,30/9/2020,3/18/2010,2010
22752,445110,Supermarkets and Other Grocery (except Convenience) Stores,PIF,0,30/9/2020,3/18/2010,2010
22753,562111,Solid Waste Collection,PIF,1,30/9/2020,3/18/2010,2010
22754,451110,Sporting Goods Stores,PIF,0,30/9/2020,3/18/2010,2010
22755,453220,Gift  Novelty  and Souvenir Stores,CHGOFF,0,30/9/2020,3/18/2010,2010
22756,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,1,30/9/2020,3/18/2010,2010
22757,621391,Offices of Podiatrists,PIF,0,30/9/2020,3/18/2010,2010
22758,312111,Soft Drink Manufacturing,CHGOFF,0,30/9/2020,3/18/2010,2010
22759,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,3/18/2010,2010
22760,812990,All Other Personal Services,CANCLD,0,30/9/2020,3/18/2010,2010
22761,236115,New Single-Family Housing Construction (except Operative Builders),PIF,0,30/9/2020,3/18/2010,2010
22762,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,3/18/2010,2010
22763,624410,Child Day Care Services,PIF,0,30/9/2020,3/18/2010,2010
22764,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,3/18/2010,2010
22765,238210,Electrical Contractors,CANCLD,0,30/9/2020,3/18/2010,2010
22766,561439,Other Business Service Centers (including Copy Shops),PIF,0,30/9/2020,3/18/2010,2010
22767,485320,Limousine Service,PIF,0,30/9/2020,3/18/2010,2010
22768,541511,Custom Computer Programming Services,PIF,1,30/9/2020,3/18/2010,2010
22769,334119,Other Computer Peripheral Equipment Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22770,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,3/18/2010,2010
22771,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,3/18/2010,2010
22772,325510,Paint and Coating Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22773,541990,All Other Professional  Scientific  and Technical Services,EXEMPT,0,30/9/2020,3/18/2010,2010
22774,236118,Residential Remodelers,PIF,1,30/9/2020,3/18/2010,2010
22775,424930,Flower  Nursery Stock  and Florists' Supplies Merchant Wholesalers,CANCLD,0,30/9/2020,3/18/2010,2010
22776,532490,Other Commercial and Industrial Machinery and Equipment Rental and Lea,PIF,0,30/9/2020,3/18/2010,2010
22777,221310,Water Supply and Irrigation Systems,EXEMPT,0,30/9/2020,3/18/2010,2010
22778,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22779,238320,Painting and Wall Covering Contractors,PIF,1,30/9/2020,3/18/2010,2010
22780,334419,Other Electronic Component Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22781,325311,Nitrogenous Fertilizer Manufacturing,PIF,0,30/9/2020,3/18/2010,2010
22782,722211,Limited-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22783,722110,Full-Service Restaurants,EXEMPT,0,30/9/2020,3/18/2010,2010
22784,621310,Offices of Chiropractors,PIF,0,30/9/2020,3/18/2010,2010
22785,812910,Pet Care (except Veterinary) Services,CANCLD,0,30/9/2020,3/18/2010,2010
22786,812910,Pet Care (except Veterinary) Services,CHGOFF,0,30/9/2020,3/18/2010,2010
22787,621399,Offices of All Other Miscellaneous Health Practitioners,CANCLD,0,30/9/2020,3/18/2010,2010
22788,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,3/18/2010,2010
22789,512110,Motion Picture and Video Production,PIF,0,30/9/2020,3/18/2010,2010
22790,454210,Vending Machine Operators,PIF,0,30/9/2020,3/18/2010,2010
22791,811111,General Automotive Repair,CANCLD,1,30/9/2020,3/18/2010,2010
22792,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,CHGOFF,0,30/9/2020,3/18/2010,2010
22793,423830,Industrial Machinery and Equipment Merchant Wholesalers,PIF,0,30/9/2020,3/18/2010,2010
22794,441110,New Car Dealers,CANCLD,1,30/9/2020,3/18/2010,2010
22795,238210,Electrical Contractors,PIF,0,30/9/2020,3/18/2010,2010
22796,541519,Other Computer Related Services,PIF,1,30/9/2020,3/18/2010,2010
22797,323119,Other Commercial Printing,CHGOFF,0,30/9/2020,3/18/2010,2010
22798,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,3/18/2010,2010
22799,423440,Other Commercial Equipment Merchant Wholesalers,CANCLD,1,30/9/2020,3/18/2010,2010
22800,484230,Specialized Freight (except Used Goods) Trucking  Long-Distance,CHGOFF,0,30/9/2020,3/18/2010,2010
22801,561790,Other Services to Buildings and Dwellings,EXEMPT,0,30/9/2020,3/18/2010,2010
22802,713990,All Other Amusement and Recreation Industries,PIF,0,30/9/2020,3/18/2010,2010
22803,446110,Pharmacies and Drug Stores,PIF,1,30/9/2020,3/18/2010,2010
22804,236118,Residential Remodelers,PIF,0,30/9/2020,3/18/2010,2010
22805,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/18/2010,2010
22806,541330,Engineering Services,CANCLD,1,30/9/2020,3/18/2010,2010
22807,541620,Environmental Consulting Services,PIF,1,30/9/2020,3/18/2010,2010
22808,323110,Commercial Lithographic Printing,PIF,0,30/9/2020,3/18/2010,2010
22809,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,CHGOFF,1,30/9/2020,3/18/2010,2010
22810,423450,Medical  Dental  and Hospital Equipment and Supplies Merchant Wholesal,CANCLD,1,30/9/2020,3/18/2010,2010
22811,238340,Tile and Terrazzo Contractors,PIF,1,30/9/2020,3/19/2010,2010
22812,445120,Convenience Stores,PIF,0,30/9/2020,3/19/2010,2010
22813,561621,Security Systems Services (except Locksmiths),PIF,1,30/9/2020,3/19/2010,2010
22814,812990,All Other Personal Services,EXEMPT,0,30/9/2020,3/19/2010,2010
22815,621399,Offices of All Other Miscellaneous Health Practitioners,CANCLD,0,30/9/2020,3/19/2010,2010
22816,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/19/2010,2010
22817,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,3/19/2010,2010
22818,424210,Drugs and Druggists' Sundries Merchant Wholesalers,CHGOFF,0,30/9/2020,3/19/2010,2010
22819,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,3/19/2010,2010
22820,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,3/19/2010,2010
22821,441110,New Car Dealers,PIF,0,30/9/2020,3/19/2010,2010
22822,424330,Women's  Children's  and Infants' Clothing and Accessories Merchant Wh,PIF,1,30/9/2020,3/19/2010,2010
22823,423210,Furniture Merchant Wholesalers,CHGOFF,0,30/9/2020,3/19/2010,2010
22824,325910,Printing Ink Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22825,454210,Vending Machine Operators,PIF,0,30/9/2020,3/19/2010,2010
22826,451110,Sporting Goods Stores,CANCLD,0,30/9/2020,3/19/2010,2010
22827,444110,Home Centers,PIF,0,30/9/2020,3/19/2010,2010
22828,561499,All Other Business Support Services,PIF,1,30/9/2020,3/19/2010,2010
22829,541110,Offices of Lawyers,PIF,0,30/9/2020,3/19/2010,2010
22830,621210,Offices of Dentists,PIF,0,30/9/2020,3/19/2010,2010
22831,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,3/19/2010,2010
22832,333298,All Other Industrial Machinery Manufacturing,CANCLD,1,30/9/2020,3/19/2010,2010
22833,484110,General Freight Trucking  Local,PIF,0,30/9/2020,3/19/2010,2010
22834,111421,Nursery and Tree Production,PIF,0,30/9/2020,3/19/2010,2010
22835,238290,Other Building Equipment Contractors,PIF,1,30/9/2020,3/19/2010,2010
22836,621320,Offices of Optometrists,PIF,0,30/9/2020,3/19/2010,2010
22837,561612,Security Guards and Patrol Services,PIF,1,30/9/2020,3/19/2010,2010
22838,488510,Freight Transportation Arrangement,PIF,0,30/9/2020,3/19/2010,2010
22839,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/19/2010,2010
22840,423930,Recyclable Material Merchant Wholesalers,PIF,1,30/9/2020,3/19/2010,2010
22841,812310,Coin-Operated Laundries and Drycleaners,PIF,0,30/9/2020,3/19/2010,2010
22842,423390,Other Construction Material Merchant Wholesalers,PIF,0,30/9/2020,3/19/2010,2010
22843,621310,Offices of Chiropractors,PIF,0,30/9/2020,3/19/2010,2010
22844,624410,Child Day Care Services,PIF,0,30/9/2020,3/19/2010,2010
22845,115310,Support Activities for Forestry,PIF,0,30/9/2020,3/19/2010,2010
22846,541511,Custom Computer Programming Services,PIF,1,30/9/2020,3/19/2010,2010
22847,238990,All Other Specialty Trade Contractors,PIF,0,30/9/2020,3/19/2010,2010
22848,621610,Home Health Care Services,PIF,0,30/9/2020,3/19/2010,2010
22849,812112,Beauty Salons,PIF,0,30/9/2020,3/19/2010,2010
22850,238110,Poured Concrete Foundation and Structure Contractors,CANCLD,0,30/9/2020,3/19/2010,2010
22851,423440,Other Commercial Equipment Merchant Wholesalers,CHGOFF,0,30/9/2020,3/19/2010,2010
22852,561730,Landscaping Services,PIF,1,30/9/2020,3/19/2010,2010
22853,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,3/19/2010,2010
22854,812310,Coin-Operated Laundries and Drycleaners,PIF,0,30/9/2020,3/19/2010,2010
22855,445292,Confectionery and Nut Stores,PIF,1,30/9/2020,3/19/2010,2010
22856,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,CANCLD,0,30/9/2020,3/19/2010,2010
22857,445292,Confectionery and Nut Stores,PIF,0,30/9/2020,3/19/2010,2010
22858,424470,Meat and Meat Product Merchant Wholesalers,PIF,0,30/9/2020,3/19/2010,2010
22859,339950,Sign Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22860,722330,Mobile Food Services,CHGOFF,0,30/9/2020,3/19/2010,2010
22861,541940,Veterinary Services,PIF,0,30/9/2020,3/19/2010,2010
22862,424710,Petroleum Bulk Stations and Terminals,EXEMPT,0,30/9/2020,3/19/2010,2010
22863,325910,Printing Ink Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22864,561422,Telemarketing Bureaus,PIF,1,30/9/2020,3/19/2010,2010
22865,238110,Poured Concrete Foundation and Structure Contractors,EXEMPT,0,30/9/2020,3/19/2010,2010
22866,332322,Sheet Metal Work Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22867,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22868,524113,Direct Life Insurance Carriers,PIF,0,30/9/2020,3/19/2010,2010
22869,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,3/19/2010,2010
22870,722110,Full-Service Restaurants,PIF,0,30/9/2020,3/19/2010,2010
22871,621210,Offices of Dentists,CANCLD,0,30/9/2020,3/19/2010,2010
22872,621210,Offices of Dentists,CANCLD,0,30/9/2020,3/19/2010,2010
22873,562910,Remediation Services,PIF,0,30/9/2020,3/19/2010,2010
22874,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,PIF,0,30/9/2020,3/19/2010,2010
22875,621210,Offices of Dentists,PIF,1,30/9/2020,3/19/2010,2010
22876,624190,Other Individual and Family Services,PIF,0,30/9/2020,3/19/2010,2010
22877,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,3/19/2010,2010
22878,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,3/19/2010,2010
22879,713910,Golf Courses and Country Clubs,PIF,0,30/9/2020,3/19/2010,2010
22880,312120,Breweries,PIF,0,30/9/2020,3/19/2010,2010
22881,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,CHGOFF,0,30/9/2020,3/19/2010,2010
22882,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,3/19/2010,2010
22883,541860,Direct Mail Advertising,CANCLD,1,30/9/2020,3/19/2010,2010
22884,512120,Motion Picture and Video Distribution,PIF,0,30/9/2020,3/19/2010,2010
22885,561720,Janitorial Services,PIF,0,30/9/2020,3/19/2010,2010
22886,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,3/19/2010,2010
22887,238150,Glass and Glazing Contractors,CHGOFF,0,30/9/2020,3/19/2010,2010
22888,238190,Other Foundation  Structure  and Building Exterior Contractors,PIF,0,30/9/2020,3/19/2010,2010
22889,722213,Snack and Nonalcoholic Beverage Bars,CANCLD,0,30/9/2020,3/19/2010,2010
22890,451140,Musical Instrument and Supplies Stores,PIF,0,30/9/2020,3/19/2010,2010
22891,484110,General Freight Trucking  Local,CANCLD,1,30/9/2020,3/19/2010,2010
22892,336399,All Other Motor Vehicle Parts Manufacturing,CANCLD,0,30/9/2020,3/19/2010,2010
22893,541810,Advertising Agencies,PIF,0,30/9/2020,3/19/2010,2010
22894,236115,New Single-Family Housing Construction (except Operative Builders),CANCLD,1,30/9/2020,3/19/2010,2010
22895,445110,Supermarkets and Other Grocery (except Convenience) Stores,PIF,0,30/9/2020,3/19/2010,2010
22896,511110,Newspaper Publishers,PIF,0,30/9/2020,3/19/2010,2010
22897,541110,Offices of Lawyers,EXEMPT,0,30/9/2020,3/19/2010,2010
22898,424460,Fish and Seafood Merchant Wholesalers,PIF,1,30/9/2020,3/19/2010,2010
22899,541611,Administrative Management and General Management Consulting Services,PIF,0,30/9/2020,3/19/2010,2010
22900,423130,Tire and Tube Merchant Wholesalers,PIF,1,30/9/2020,3/19/2010,2010
22901,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,3/19/2010,2010
22902,541612,Human Resources and Executive Search Consulting Services,PIF,0,30/9/2020,3/19/2010,2010
22903,811111,General Automotive Repair,PIF,0,30/9/2020,3/19/2010,2010
22904,621310,Offices of Chiropractors,PIF,0,30/9/2020,3/19/2010,2010
22905,236220,Commercial and Institutional Building Construction,PIF,1,30/9/2020,3/19/2010,2010
22906,541420,Industrial Design Services,CANCLD,1,30/9/2020,3/19/2010,2010
22907,423210,Furniture Merchant Wholesalers,CANCLD,1,30/9/2020,3/19/2010,2010
22908,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,PIF,0,30/9/2020,3/19/2010,2010
22909,621111,Offices of Physicians (except Mental Health Specialists),EXEMPT,0,30/9/2020,3/19/2010,2010
22910,713910,Golf Courses and Country Clubs,CANCLD,0,30/9/2020,3/19/2010,2010
22911,561990,All Other Support Services,PIF,1,30/9/2020,3/19/2010,2010
22912,621111,Offices of Physicians (except Mental Health Specialists),EXEMPT,0,30/9/2020,3/19/2010,2010
22913,811111,General Automotive Repair,PIF,0,30/9/2020,3/19/2010,2010
22914,721211,RV (Recreational Vehicle) Parks and Campgrounds,CANCLD,0,30/9/2020,3/19/2010,2010
22915,236115,New Single-Family Housing Construction (except Operative Builders),CANCLD,0,30/9/2020,3/19/2010,2010
22916,541990,All Other Professional  Scientific  and Technical Services,PIF,1,30/9/2020,3/19/2010,2010
22917,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,3/19/2010,2010
22918,326199,All Other Plastics Product Manufacturing,PIF,1,30/9/2020,3/19/2010,2010
22919,621210,Offices of Dentists,EXEMPT,0,30/9/2020,3/19/2010,2010
22920,541110,Offices of Lawyers,EXEMPT,0,30/9/2020,3/19/2010,2010
22921,423210,Furniture Merchant Wholesalers,CANCLD,0,30/9/2020,3/19/2010,2010
22922,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,CANCLD,0,30/9/2020,3/19/2010,2010
22923,621111,Offices of Physicians (except Mental Health Specialists),EXEMPT,0,30/9/2020,3/19/2010,2010
22924,238910,Site Preparation Contractors,CANCLD,1,30/9/2020,3/19/2010,2010
22925,531311,Residential Property Managers,PIF,1,30/9/2020,3/19/2010,2010
22926,621610,Home Health Care Services,PIF,0,30/9/2020,3/19/2010,2010
22927,453210,Office Supplies and Stationery,EXEMPT,0,30/9/2020,3/19/2010,2010
22928,561730,Landscaping Services,CHGOFF,0,30/9/2020,3/19/2010,2010
22929,812990,All Other Personal Services,PIF,0,30/9/2020,3/19/2010,2010
22930,238910,Site Preparation Contractors,PIF,0,30/9/2020,3/19/2010,2010
22931,561990,All Other Support Services,EXEMPT,0,30/9/2020,3/19/2010,2010
22932,332312,Fabricated Structural Metal Manufacturing,PIF,0,30/9/2020,3/19/2010,2010
22933,238140,Masonry Contractors,PIF,1,30/9/2020,3/19/2010,2010
