LoanTransID,BankGrossApproval,SBAGuaranteedApproval,FirstDisbursementDate,InitialInterestRate,TermInMonths,PaidInFullDate,LoanBorrID,BankID,LoanDetailID,LoanProgID
32645,131000,65500,11/1/2011,5.5,84,12/31/2016,LB32645,32645,32645,LP32645
32646,108800,92480,5/1/2012,4.84,66,7/31/2017,LB32646,32646,32646,LP32646
32647,7000,3500,8/1/2012,4.25,60,9/30/2016,LB32647,32647,32647,LP32647
32648,2853100,2139825,11/1/2011,6.91,252,6/30/2020,LB32648,32648,32648,LP32648
32649,135000,67500,11/1/2011,5.8,180,2/28/2015,LB32649,32649,32649,LP32649
32650,600000,450000,12/1/2011,5.5,120,5/31/2013,LB32650,32650,32650,LP32650
32651,95000,47500,5/1/2013,7.19,84,8/31/2018,LB32651,32651,32651,LP32651
32652,9000,4500,10/11/2011,4.25,60,10/31/2016,LB32652,32652,32652,LP32652
32653,200000,150000,10/11/2011,5.5,62,2/29/2016,LB32653,32653,32653,LP32653
32654,25000,12500,10/11/2011,4.25,60,10/31/2016,LB32654,32654,32654,LP32654
32655,10000,5000,11/1/2011,8.31,84,2/28/2015,LB32655,32655,32655,LP32655
32656,65000,32500,10/11/2011,7.25,84,5/31/2019,LB32656,32656,32656,LP32656
32657,15000,7500,11/1/2011,9.75,84,1/31/2017,LB32657,32657,32657,LP32657
32658,370000,277500,10/11/2011,6,216,3/31/2017,LB32658,32658,32658,LP32658
32659,57700,49045,10/11/2011,6.5,300,9/30/2015,LB32659,32659,32659,LP32659
32660,50000,25000,10/11/2011,6,84,4/30/2017,LB32660,32660,32660,LP32660
32661,250000,187500,10/12/2011,5.25,84,8/31/2017,LB32661,32661,32661,LP32661
32662,611000,458250,10/12/2011,7.25,240,3/31/2020,LB32662,32662,32662,LP32662
32663,50000,25000,11/1/2011,7.25,84,11/30/2018,LB32663,32663,32663,LP32663
32664,400000,300000,11/1/2011,6.55,290,12/31/2015,LB32664,32664,32664,LP32664
32665,30500,15250,10/12/2011,8.75,84,3/31/2018,LB32665,32665,32665,LP32665
32666,800000,720000,10/12/2011,3.75,12,11/30/2012,LB32666,32666,32666,LP32666
32667,870900,653175,10/12/2011,5.5,300,6/30/2016,LB32667,32667,32667,LP32667
32668,35000,17500,10/12/2011,9.75,24,6/30/2014,LB32668,32668,32668,LP32668
32669,200000,100000,11/1/2011,5.75,84,3/31/2017,LB32669,32669,32669,LP32669
32670,92000,78200,12/1/2011,7.09,36,4/30/2014,LB32670,32670,32670,LP32670
32671,20000,10000,11/1/2011,6.5,72,12/31/2014,LB32671,32671,32671,LP32671
32672,10000,8500,8/1/2012,7.5,84,12/31/2014,LB32672,32672,32672,LP32672
32673,200000,100000,10/12/2011,6.25,12,12/31/2012,LB32673,32673,32673,LP32673
32674,35000,17500,10/12/2011,7.5,84,11/30/2013,LB32674,32674,32674,LP32674
32675,35000,17500,2/1/2012,8.25,84,6/30/2019,LB32675,32675,32675,LP32675
32676,100000,85000,3/1/2012,7.25,120,9/30/2016,LB32676,32676,32676,LP32676
32677,250000,125000,10/12/2011,4.3,60,9/30/2017,LB32677,32677,32677,LP32677
32678,150000,75000,2/1/2012,6,36,9/30/2015,LB32678,32678,32678,LP32678
32679,244000,183000,12/1/2011,5.99,300,6/30/2013,LB32679,32679,32679,LP32679
32680,750000,562500,12/1/2011,5.5,12,9/30/2012,LB32680,32680,32680,LP32680
32681,10000,5000,11/1/2011,5.99,84,11/30/2016,LB32681,32681,32681,LP32681
32682,50000,25000,12/1/2011,5.75,96,12/31/2018,LB32682,32682,32682,LP32682
32683,25000,12500,10/12/2011,6.75,84,10/31/2012,LB32683,32683,32683,LP32683
32684,37900,18950,12/1/2011,8.75,120,12/31/2014,LB32684,32684,32684,LP32684
32685,25000,12500,10/12/2011,9.75,84,10/31/2013,LB32685,32685,32685,LP32685
32686,889600,667200,5/1/2013,5.99,120,3/31/2018,LB32686,32686,32686,LP32686
32687,25000,12500,11/1/2011,8.14,84,10/31/2018,LB32687,32687,32687,LP32687
32688,25000,12500,10/12/2011,8.5,84,1/31/2015,LB32688,32688,32688,LP32688
32689,75000,37500,11/1/2011,7.25,132,3/31/2019,LB32689,32689,32689,LP32689
32690,50000,25000,10/12/2011,8.5,60,7/31/2016,LB32690,32690,32690,LP32690
32691,1035000,776250,1/1/2012,6,180,3/31/2019,LB32691,32691,32691,LP32691
32692,150000,127500,11/1/2011,6.5,60,8/31/2014,LB32692,32692,32692,LP32692
32693,15000,7500,11/1/2011,7.75,72,5/31/2017,LB32693,32693,32693,LP32693
32694,100000,50000,10/12/2011,6.49,66,6/30/2018,LB32694,32694,32694,LP32694
32695,10000,5000,10/12/2011,7.06,72,3/31/2017,LB32695,32695,32695,LP32695
32696,200000,100000,11/1/2011,4.8,84,1/31/2015,LB32696,32696,32696,LP32696
32697,20000,10000,10/12/2011,8.24,84,1/31/2019,LB32697,32697,32697,LP32697
32698,125000,106250,2/1/2012,6.25,60,11/30/2016,LB32698,32698,32698,LP32698
32699,111000,94350,12/1/2011,6,84,3/31/2019,LB32699,32699,32699,LP32699
32700,30000,15000,10/12/2011,6,84,10/31/2013,LB32700,32700,32700,LP32700
32701,25000,12500,10/12/2011,8.5,84,1/31/2015,LB32701,32701,32701,LP32701
32702,776000,582000,12/1/2011,6,301,5/31/2017,LB32702,32702,32702,LP32702
32703,35000,17500,4/1/2012,7.51,84,10/31/2018,LB32703,32703,32703,LP32703
32704,50000,25000,11/1/2011,7.5,95,12/31/2018,LB32704,32704,32704,LP32704
32705,150000,75000,10/12/2011,5.99,84,8/31/2013,LB32705,32705,32705,LP32705
32706,25000,12500,11/1/2011,8.44,50,8/31/2016,LB32706,32706,32706,LP32706
32707,85000,42500,10/12/2011,6.5,36,12/31/2013,LB32707,32707,32707,LP32707
32708,100000,50000,10/12/2011,7.25,84,6/30/2012,LB32708,32708,32708,LP32708
32709,15000,7500,10/1/2013,6.25,84,10/31/2015,LB32709,32709,32709,LP32709
32710,390000,292500,10/12/2011,5.5,120,3/31/2020,LB32710,32710,32710,LP32710
32711,600000,450000,10/12/2011,5.25,168,6/30/2016,LB32711,32711,32711,LP32711
32712,10000,5000,10/12/2011,8,73,7/31/2017,LB32712,32712,32712,LP32712
32713,2000000,1800000,6/1/2012,4.75,12,5/31/2013,LB32713,32713,32713,LP32713
32714,250000,187500,10/12/2011,5.5,120,6/30/2019,LB32714,32714,32714,LP32714
32715,475100,356325,3/1/2012,6,240,1/31/2016,LB32715,32715,32715,LP32715
32716,757000,567750,10/12/2011,6,120,1/31/2020,LB32716,32716,32716,LP32716
32717,34000,17000,10/12/2011,5,48,3/31/2017,LB32717,32717,32717,LP32717
32718,75000,37500,11/1/2011,7.25,60,4/30/2013,LB32718,32718,32718,LP32718
32719,255000,191250,3/1/2012,6,120,8/31/2019,LB32719,32719,32719,LP32719
32720,85000,72250,10/12/2011,5.25,60,10/31/2013,LB32720,32720,32720,LP32720
32721,123200,104720,10/12/2011,5.5,84,8/31/2015,LB32721,32721,32721,LP32721
32722,516000,387000,2/1/2012,5.5,60,7/31/2015,LB32722,32722,32722,LP32722
32723,100000,50000,10/12/2011,5.74,84,12/31/2015,LB32723,32723,32723,LP32723
32724,165000,123750,10/12/2011,5.74,120,12/31/2015,LB32724,32724,32724,LP32724
32725,20000,10000,10/12/2011,8.5,84,11/30/2018,LB32725,32725,32725,LP32725
32726,350000,262500,1/1/2012,4.75,84,3/31/2018,LB32726,32726,32726,LP32726
32727,75000,37500,12/1/2011,7.25,84,9/30/2014,LB32727,32727,32727,LP32727
32728,1050000,787500,10/12/2011,5.75,300,12/31/2013,LB32728,32728,32728,LP32728
32729,25000,12500,10/12/2011,7.75,84,10/31/2013,LB32729,32729,32729,LP32729
32730,25000,12500,10/12/2011,7.9,63,7/31/2020,LB32730,32730,32730,LP32730
32731,150000,127500,10/12/2011,6,120,8/31/2020,LB32731,32731,32731,LP32731
32732,90000,76500,12/1/2011,6,84,9/30/2017,LB32732,32732,32732,LP32732
32733,40000,20000,1/1/2012,7.4,84,4/30/2015,LB32733,32733,32733,LP32733
32734,75000,37500,11/1/2011,7,84,8/31/2018,LB32734,32734,32734,LP32734
32735,315000,236250,1/1/2012,6,84,11/30/2016,LB32735,32735,32735,LP32735
32736,100000,50000,11/1/2011,5.25,84,5/31/2014,LB32736,32736,32736,LP32736
32737,75000,37500,10/12/2011,7.25,84,3/31/2012,LB32737,32737,32737,LP32737
32738,12000,6000,10/12/2011,8.5,84,10/31/2018,LB32738,32738,32738,LP32738
32739,50000,25000,11/1/2011,4.25,60,9/30/2016,LB32739,32739,32739,LP32739
32740,15000,7500,10/12/2011,9.75,84,3/31/2020,LB32740,32740,32740,LP32740
32741,100000,90000,10/12/2011,7.75,120,12/31/2015,LB32741,32741,32741,LP32741
32742,108000,91800,3/1/2012,7.5,84,2/29/2016,LB32742,32742,32742,LP32742
32743,646400,484800,11/1/2011,6,120,1/31/2018,LB32743,32743,32743,LP32743
32744,56300,47855,10/24/2011,7,60,4/30/2013,LB32744,32744,32744,LP32744
32745,10000,5000,11/1/2011,9.75,84,11/30/2015,LB32745,32745,32745,LP32745
32746,10000,5000,6/1/2014,9.75,84,10/31/2018,LB32746,32746,32746,LP32746
32747,25000,21250,11/1/2011,5.75,60,3/31/2013,LB32747,32747,32747,LP32747
32748,15000,7500,10/12/2011,9.25,84,11/30/2016,LB32748,32748,32748,LP32748
32749,10300,5150,10/12/2011,9.15,84,12/31/2013,LB32749,32749,32749,LP32749
32750,170000,127500,11/1/2011,6,84,5/31/2015,LB32750,32750,32750,LP32750
32751,40000,20000,10/12/2011,8.5,84,3/31/2018,LB32751,32751,32751,LP32751
32752,50000,42500,10/12/2011,7,120,12/31/2018,LB32752,32752,32752,LP32752
32753,25000,12500,11/1/2011,5.75,84,11/30/2018,LB32753,32753,32753,LP32753
32754,674100,505575,12/1/2011,5.25,120,6/30/2014,LB32754,32754,32754,LP32754
32755,10000,5000,3/1/2012,9.75,60,9/30/2014,LB32755,32755,32755,LP32755
32756,10300,5150,10/12/2011,9.25,84,10/31/2018,LB32756,32756,32756,LP32756
32757,320100,240075,12/1/2011,6,84,9/30/2012,LB32757,32757,32757,LP32757
32758,25000,12500,1/1/2012,7.25,60,3/31/2015,LB32758,32758,32758,LP32758
32759,559000,419250,10/12/2011,6,120,8/31/2017,LB32759,32759,32759,LP32759
32760,145000,123250,10/12/2011,5,144,6/30/2015,LB32760,32760,32760,LP32760
32761,263300,197475,10/12/2011,5.75,300,4/30/2017,LB32761,32761,32761,LP32761
32762,50000,25000,11/1/2011,4.95,84,9/30/2013,LB32762,32762,32762,LP32762
32763,50000,25000,11/1/2011,6.5,84,12/31/2018,LB32763,32763,32763,LP32763
32764,22800,19380,10/12/2011,5.5,84,7/31/2018,LB32764,32764,32764,LP32764
32765,100000,85000,11/1/2011,5.5,72,3/31/2016,LB32765,32765,32765,LP32765
32766,500000,375000,10/12/2011,6,120,10/31/2017,LB32766,32766,32766,LP32766
32767,50000,25000,10/12/2011,7.5,84,12/31/2014,LB32767,32767,32767,LP32767
32768,80000,40000,10/12/2011,5.25,48,10/31/2015,LB32768,32768,32768,LP32768
32769,40000,20000,10/12/2011,6.35,60,10/31/2016,LB32769,32769,32769,LP32769
32770,550000,412500,10/12/2011,6,120,5/31/2013,LB32770,32770,32770,LP32770
32771,180000,135000,12/1/2011,6,120,2/29/2016,LB32771,32771,32771,LP32771
32772,32400,16200,11/1/2011,5.55,60,3/31/2015,LB32772,32772,32772,LP32772
32773,15000,7500,10/12/2011,5.25,84,12/31/2018,LB32773,32773,32773,LP32773
32774,500000,375000,11/1/2011,5.25,84,4/30/2020,LB32774,32774,32774,LP32774
32775,35000,17500,6/1/2012,8.44,84,8/31/2018,LB32775,32775,32775,LP32775
32776,120000,102000,2/1/2012,7.38,96,2/28/2017,LB32776,32776,32776,LP32776
32777,708200,531150,10/13/2011,5.5,300,2/28/2015,LB32777,32777,32777,LP32777
32778,10000,5000,10/13/2011,7.4,84,9/30/2018,LB32778,32778,32778,LP32778
32779,50000,25000,10/13/2011,8.44,84,10/31/2018,LB32779,32779,32779,LP32779
32780,1127000,845250,10/13/2011,5.99,312,5/31/2014,LB32780,32780,32780,LP32780
32781,100000,50000,10/13/2011,5.75,60,11/30/2014,LB32781,32781,32781,LP32781
32782,115000,97750,10/13/2011,5.5,120,5/31/2013,LB32782,32782,32782,LP32782
32783,15000,7500,11/1/2011,9,60,2/28/2015,LB32783,32783,32783,LP32783
32784,9400,4700,10/13/2011,8.75,84,12/31/2015,LB32784,32784,32784,LP32784
32785,50000,25000,10/13/2011,7.25,84,1/31/2015,LB32785,32785,32785,LP32785
32786,27700,23545,10/13/2011,5.25,84,9/30/2018,LB32786,32786,32786,LP32786
32787,46500,23250,10/13/2011,6.75,84,11/30/2015,LB32787,32787,32787,LP32787
32788,75000,37500,10/13/2011,4.75,60,9/30/2017,LB32788,32788,32788,LP32788
32789,20000,10000,10/13/2011,5.5,84,1/31/2014,LB32789,32789,32789,LP32789
32790,100000,50000,10/13/2011,5.5,61,3/31/2017,LB32790,32790,32790,LP32790
32791,133000,66500,7/1/2012,7.5,186,11/30/2017,LB32791,32791,32791,LP32791
32792,350000,175000,10/13/2011,5.99,87,11/30/2018,LB32792,32792,32792,LP32792
32793,50500,25250,10/13/2011,7.15,84,12/31/2018,LB32793,32793,32793,LP32793
32794,78000,66300,10/13/2011,5.75,87,12/31/2012,LB32794,32794,32794,LP32794
32795,50000,25000,10/13/2011,7.25,86,2/28/2019,LB32795,32795,32795,LP32795
32796,50000,25000,10/13/2011,6.25,24,7/31/2013,LB32796,32796,32796,LP32796
32797,211500,105750,10/13/2011,6,120,11/30/2019,LB32797,32797,32797,LP32797
32798,68200,34100,10/13/2011,6.5,60,7/31/2013,LB32798,32798,32798,LP32798
32799,20000,10000,11/1/2011,9.25,60,11/30/2016,LB32799,32799,32799,LP32799
32800,25000,12500,11/1/2011,8.5,84,12/31/2017,LB32800,32800,32800,LP32800
32801,65000,32500,10/13/2011,7,84,7/31/2016,LB32801,32801,32801,LP32801
32802,250000,125000,3/1/2012,6,12,10/31/2012,LB32802,32802,32802,LP32802
32803,20200,10100,10/13/2011,9.15,72,10/31/2016,LB32803,32803,32803,LP32803
32804,141400,70700,10/13/2011,6.929,120,9/30/2017,LB32804,32804,32804,LP32804
32805,15000,7500,11/1/2011,7,60,4/30/2014,LB32805,32805,32805,LP32805
32806,100000,50000,10/13/2011,6.5,84,6/30/2013,LB32806,32806,32806,LP32806
32807,50000,25000,10/13/2011,8.14,84,10/31/2018,LB32807,32807,32807,LP32807
32808,150000,127500,10/13/2011,6,120,5/31/2015,LB32808,32808,32808,LP32808
32809,50000,25000,10/31/2017,4.75,84,7/31/2018,LB32809,32809,32809,LP32809
32810,50000,25000,6/1/2012,7.15,84,1/31/2015,LB32810,32810,32810,LP32810
32811,10000,5000,9/1/2016,8.25,84,10/31/2016,LB32811,32811,32811,LP32811
32812,200000,100000,10/13/2011,5.5,60,10/31/2018,LB32812,32812,32812,LP32812
32813,25000,12500,10/13/2011,9.25,84,2/28/2014,LB32813,32813,32813,LP32813
32814,25000,12500,10/13/2011,4.25,60,1/31/2017,LB32814,32814,32814,LP32814
32815,50000,42500,10/13/2011,7,120,1/31/2019,LB32815,32815,32815,LP32815
32816,292500,146250,11/1/2011,5.88,240,5/31/2018,LB32816,32816,32816,LP32816
32817,10000,8500,10/13/2011,8,96,10/31/2019,LB32817,32817,32817,LP32817
32818,88000,44000,11/1/2011,6,84,2/28/2018,LB32818,32818,32818,LP32818
32819,2000000,1800000,1/1/2012,3.25,12,3/31/2013,LB32819,32819,32819,LP32819
32820,20000,10000,10/13/2011,8.75,84,9/30/2018,LB32820,32820,32820,LP32820
32821,300000,150000,2/1/2012,5.5,60,7/31/2012,LB32821,32821,32821,LP32821
32822,150000,75000,12/1/2011,6.5,84,3/31/2014,LB32822,32822,32822,LP32822
32823,50000,42500,10/13/2011,7,120,5/31/2020,LB32823,32823,32823,LP32823
32824,200000,100000,11/1/2011,5.5,52,7/31/2015,LB32824,32824,32824,LP32824
32825,50000,25000,10/13/2011,5.5,60,4/30/2013,LB32825,32825,32825,LP32825
32826,100000,85000,10/13/2011,6,120,1/31/2018,LB32826,32826,32826,LP32826
32827,385500,289125,11/1/2011,5.15,300,8/31/2019,LB32827,32827,32827,LP32827
32828,10000,5000,8/1/2012,9.75,84,10/31/2018,LB32828,32828,32828,LP32828
32829,100000,85000,12/1/2011,7.59,84,4/30/2016,LB32829,32829,32829,LP32829
32830,800000,600000,12/1/2011,6,120,9/30/2017,LB32830,32830,32830,LP32830
32831,350000,262500,12/1/2011,5.75,126,1/31/2018,LB32831,32831,32831,LP32831
32832,10000,5000,11/1/2011,4.25,60,8/31/2016,LB32832,32832,32832,LP32832
32833,30000,15000,10/13/2011,8.75,84,6/30/2014,LB32833,32833,32833,LP32833
32834,60000,30000,10/13/2011,6,60,7/31/2016,LB32834,32834,32834,LP32834
32835,459500,344625,2/1/2012,5.5,126,10/31/2014,LB32835,32835,32835,LP32835
32836,100000,50000,12/1/2011,7.75,22,8/31/2013,LB32836,32836,32836,LP32836
32837,35000,17500,11/1/2011,6,24,10/31/2013,LB32837,32837,32837,LP32837
32838,6000,3000,10/13/2011,9.24,24,7/31/2013,LB32838,32838,32838,LP32838
32839,200000,150000,12/1/2011,6,84,2/29/2016,LB32839,32839,32839,LP32839
32840,397000,297750,11/1/2011,6.35,84,12/31/2017,LB32840,32840,32840,LP32840
32841,50000,25000,10/13/2011,6.25,84,10/31/2018,LB32841,32841,32841,LP32841
32842,33900,16950,11/4/2011,7.75,60,11/30/2016,LB32842,32842,32842,LP32842
32843,25000,12500,2/1/2012,4.25,84,12/31/2016,LB32843,32843,32843,LP32843
32844,110000,82500,12/1/2011,5.5,60,12/31/2016,LB32844,32844,32844,LP32844
32845,10000,5000,12/1/2011,4.25,60,1/31/2017,LB32845,32845,32845,LP32845
32846,40000,20000,10/13/2011,8.51,48,8/31/2012,LB32846,32846,32846,LP32846
32847,36000,18000,10/13/2011,4.75,60,10/31/2016,LB32847,32847,32847,LP32847
32848,250000,187500,10/13/2011,6,84,4/30/2018,LB32848,32848,32848,LP32848
32849,20000,10000,11/1/2011,9.75,84,2/28/2018,LB32849,32849,32849,LP32849
32850,15000,7500,12/1/2011,9,84,8/31/2019,LB32850,32850,32850,LP32850
32851,203100,101550,10/13/2011,6.5,120,4/30/2016,LB32851,32851,32851,LP32851
32852,10000,5000,11/1/2013,9.5,84,4/30/2014,LB32852,32852,32852,LP32852
32853,600000,450000,11/1/2011,6,300,7/31/2015,LB32853,32853,32853,LP32853
32854,783600,587700,10/13/2011,4.75,84,10/31/2018,LB32854,32854,32854,LP32854
32855,250000,125000,10/13/2011,4.75,84,1/31/2015,LB32855,32855,32855,LP32855
32856,450000,337500,12/1/2011,5.5,48,3/31/2015,LB32856,32856,32856,LP32856
32857,25000,12500,10/13/2011,6,24,9/30/2013,LB32857,32857,32857,LP32857
32858,35000,17500,10/13/2011,4.25,95,2/28/2017,LB32858,32858,32858,LP32858
32859,75000,37500,10/13/2011,6.25,48,10/31/2014,LB32859,32859,32859,LP32859
32860,170000,85000,10/13/2011,4.5,84,8/31/2012,LB32860,32860,32860,LP32860
32861,150000,75000,10/13/2011,5,168,1/31/2020,LB32861,32861,32861,LP32861
32862,25000,12500,11/1/2011,4.25,60,12/31/2016,LB32862,32862,32862,LP32862
32863,50000,25000,10/13/2011,7.4,84,8/31/2017,LB32863,32863,32863,LP32863
32864,750000,562500,2/1/2012,5.5,72,12/31/2016,LB32864,32864,32864,LP32864
32865,350000,175000,7/1/2012,6.98,84,1/31/2017,LB32865,32865,32865,LP32865
32866,75000,37500,10/13/2011,7.25,60,6/30/2016,LB32866,32866,32866,LP32866
32867,125000,62500,11/1/2011,5.25,180,3/31/2017,LB32867,32867,32867,LP32867
32868,75000,37500,4/1/2012,7.75,84,12/31/2012,LB32868,32868,32868,LP32868
32869,75000,63750,10/13/2011,5.5,36,8/31/2014,LB32869,32869,32869,LP32869
32870,58000,49300,11/1/2011,6,84,7/31/2016,LB32870,32870,32870,LP32870
32871,25000,12500,10/13/2011,6.25,60,10/31/2016,LB32871,32871,32871,LP32871
32872,25000,12500,10/26/2011,6,36,9/30/2015,LB32872,32872,32872,LP32872
32873,1150000,862500,10/13/2011,6.5,90,1/31/2019,LB32873,32873,32873,LP32873
32874,2740000,2055000,11/1/2011,6,307,3/31/2018,LB32874,32874,32874,LP32874
32875,40000,20000,12/1/2011,6.31,82,10/31/2018,LB32875,32875,32875,LP32875
32876,18500,9250,11/1/2011,5.75,71,1/31/2017,LB32876,32876,32876,LP32876
32877,850000,637500,10/13/2011,4.8,62,4/30/2016,LB32877,32877,32877,LP32877
32878,70000,35000,10/13/2011,7.15,84,9/30/2013,LB32878,32878,32878,LP32878
32879,93000,46500,12/1/2011,8.5,84,10/31/2014,LB32879,32879,32879,LP32879
32880,25000,12500,10/13/2011,7.56,84,5/31/2013,LB32880,32880,32880,LP32880
32881,35000,17500,10/13/2011,6.25,84,5/31/2017,LB32881,32881,32881,LP32881
32882,50000,25000,11/1/2011,4.45,84,3/31/2015,LB32882,32882,32882,LP32882
32883,950000,712500,11/1/2011,5.5,120,6/30/2018,LB32883,32883,32883,LP32883
32884,26900,13450,12/1/2011,7,48,11/30/2015,LB32884,32884,32884,LP32884
32885,50000,25000,10/13/2011,4.25,48,7/31/2017,LB32885,32885,32885,LP32885
32886,45000,22500,10/13/2011,6.5,73,11/30/2017,LB32886,32886,32886,LP32886
32887,848000,636000,11/1/2011,5.5,138,12/31/2019,LB32887,32887,32887,LP32887
32888,50000,25000,11/1/2011,7.75,84,3/31/2015,LB32888,32888,32888,LP32888
32889,995000,746250,11/1/2011,6,260,2/29/2016,LB32889,32889,32889,LP32889
32890,500000,375000,3/1/2012,6,58,9/30/2019,LB32890,32890,32890,LP32890
32891,20000,18000,10/14/2011,9.5,96,1/31/2019,LB32891,32891,32891,LP32891
32892,2047000,1535250,1/1/2012,6,300,6/30/2015,LB32892,32892,32892,LP32892
32893,750000,562500,11/1/2011,5.5,60,12/31/2013,LB32893,32893,32893,LP32893
32894,75000,37500,12/1/2012,7.25,84,6/30/2018,LB32894,32894,32894,LP32894
32895,1511500,1133625,11/1/2011,5.75,192,11/30/2014,LB32895,32895,32895,LP32895
32896,150000,75000,10/14/2011,5.43,84,5/31/2015,LB32896,32896,32896,LP32896
32897,50000,25000,6/1/2012,4.25,84,4/30/2014,LB32897,32897,32897,LP32897
32898,300000,150000,11/1/2011,4.75,48,2/29/2016,LB32898,32898,32898,LP32898
32899,585000,438750,1/1/2012,5.5,300,1/31/2020,LB32899,32899,32899,LP32899
32900,500000,375000,11/1/2011,4.75,90,12/31/2015,LB32900,32900,32900,LP32900
32901,10000,5000,11/1/2011,9.22,84,10/31/2015,LB32901,32901,32901,LP32901
32902,10000,5000,10/14/2011,6.7,24,10/31/2013,LB32902,32902,32902,LP32902
32903,25000,12500,11/1/2011,7.51,84,3/31/2015,LB32903,32903,32903,LP32903
32904,150000,75000,7/1/2012,5.75,12,8/31/2013,LB32904,32904,32904,LP32904
32905,25000,12500,11/1/2011,4.04,48,10/31/2015,LB32905,32905,32905,LP32905
32906,111100,55550,11/1/2011,5.95,60,8/31/2016,LB32906,32906,32906,LP32906
32907,277000,207750,10/14/2011,5.75,300,12/31/2015,LB32907,32907,32907,LP32907
32908,570000,427500,10/14/2011,6,300,10/31/2012,LB32908,32908,32908,LP32908
32909,20000,10000,1/1/2012,8.31,84,10/31/2018,LB32909,32909,32909,LP32909
32910,250000,125000,11/1/2011,4.75,84,7/31/2018,LB32910,32910,32910,LP32910
32911,936000,702000,11/1/2011,5,120,6/30/2018,LB32911,32911,32911,LP32911
32912,135000,67500,10/14/2011,5.25,240,2/29/2020,LB32912,32912,32912,LP32912
32913,295000,147500,10/20/2011,5.25,180,1/31/2017,LB32913,32913,32913,LP32913
32914,50000,25000,10/14/2011,7.75,48,11/30/2015,LB32914,32914,32914,LP32914
32915,10000,5000,11/1/2011,9.75,84,10/31/2016,LB32915,32915,32915,LP32915
32916,1025000,768750,12/1/2011,6,300,12/31/2013,LB32916,32916,32916,LP32916
32917,50000,25000,10/25/2011,5.75,36,9/30/2015,LB32917,32917,32917,LP32917
32918,200000,100000,2/1/2012,6.25,84,7/31/2020,LB32918,32918,32918,LP32918
32919,25000,12500,2/1/2012,7.5,60,8/31/2016,LB32919,32919,32919,LP32919
32920,550000,412500,1/1/2012,6,180,6/30/2018,LB32920,32920,32920,LP32920
32921,35000,17500,12/1/2014,8.14,84,10/31/2018,LB32921,32921,32921,LP32921
32922,350000,262500,3/1/2012,6,124,8/31/2020,LB32922,32922,32922,LP32922
32923,10600,9010,10/14/2011,7.26,60,10/31/2016,LB32923,32923,32923,LP32923
32924,560000,420000,11/1/2011,6,64,5/31/2017,LB32924,32924,32924,LP32924
32925,463000,347250,1/1/2012,4.75,100,11/30/2019,LB32925,32925,32925,LP32925
32926,81250,40625,10/14/2011,6.5,84,10/31/2018,LB32926,32926,32926,LP32926
32927,25000,12500,12/1/2011,4.25,60,9/30/2016,LB32927,32927,32927,LP32927
32928,50000,25000,10/14/2011,7.15,84,10/31/2018,LB32928,32928,32928,LP32928
32929,100000,50000,2/1/2012,5.25,84,1/31/2017,LB32929,32929,32929,LP32929
32930,263000,197250,12/1/2011,6.75,111,9/30/2014,LB32930,32930,32930,LP32930
32931,350000,262500,2/1/2012,6,97,7/31/2017,LB32931,32931,32931,LP32931
32932,165000,123750,1/1/2012,5.5,84,1/31/2015,LB32932,32932,32932,LP32932
32933,450000,337500,11/1/2011,6,84,5/31/2012,LB32933,32933,32933,LP32933
32934,25000,12500,11/1/2011,5.25,84,10/31/2015,LB32934,32934,32934,LP32934
32935,243500,121750,11/1/2011,5.25,180,1/31/2014,LB32935,32935,32935,LP32935
32936,108000,91800,11/1/2011,6.5,72,11/30/2019,LB32936,32936,32936,LP32936
32937,212000,159000,10/14/2011,6,243,1/31/2019,LB32937,32937,32937,LP32937
32938,36000,18000,11/1/2011,7.5,60,4/30/2016,LB32938,32938,32938,LP32938
32939,450000,337500,1/1/2012,5.75,120,10/31/2017,LB32939,32939,32939,LP32939
32940,225000,168750,11/1/2011,6,120,10/31/2013,LB32940,32940,32940,LP32940
32941,100000,85000,10/14/2011,6,87,2/28/2019,LB32941,32941,32941,LP32941
32942,794370,595777,11/1/2011,5.5,84,1/31/2017,LB32942,32942,32942,LP32942
32943,75000,37500,12/1/2011,5.05,84,11/30/2014,LB32943,32943,32943,LP32943
32944,776500,582375,11/1/2011,4.95,120,7/31/2013,LB32944,32944,32944,LP32944
32945,450000,337500,11/1/2011,5.25,240,11/30/2018,LB32945,32945,32945,LP32945
32946,100000,50000,10/14/2011,6,84,10/31/2018,LB32946,32946,32946,LP32946
32947,450000,337500,11/1/2011,4.75,120,5/31/2017,LB32947,32947,32947,LP32947
32948,25000,12500,10/14/2011,6,60,10/31/2016,LB32948,32948,32948,LP32948
32949,20000,10000,11/1/2011,6.99,36,7/31/2014,LB32949,32949,32949,LP32949
32950,120000,60000,10/14/2011,6.55,84,11/30/2018,LB32950,32950,32950,LP32950
32951,15000,7500,10/14/2011,8.75,84,3/31/2014,LB32951,32951,32951,LP32951
32952,400000,300000,9/1/2012,6,126,5/31/2014,LB32952,32952,32952,LP32952
32953,132500,66250,10/14/2011,6.5,84,10/31/2018,LB32953,32953,32953,LP32953
32954,50000,25000,11/1/2011,7.25,84,4/30/2019,LB32954,32954,32954,LP32954
32955,15000,7500,11/1/2011,6,84,12/31/2018,LB32955,32955,32955,LP32955
